id_client,date_inscription,segment,ville,age
C01104,2020-03-11,Association,Lille,999.0
C01105,2019-05-11,Particulier,Toulouse,44.0
C01106,2023-07-16,Particulier,Nantes,38.0
C01107,2023-05-01,Professionnel,Lyon,44.0
C01108,2021-09-21,Particulier,Bordeaux,39.0
C01109,2021-03-19,Particulier,MARSEILLE,30.0
C01110,2020-01-07,Professionnel,Strasbourg,36.0
C01111,2020-03-02,Association,lyon,26.0
C01112,2023-10-18,Association,Toulouse,25.0
C01113,2022-06-17,Association,Marseille,62.0
C01114,2022-04-01,Particulier,Paris,62.0
C01115,2019-04-27,Particulier,  Strasbourg ,41.0
C01116,2022-10-21,Association,Lyon,24.0
C01117,2021-04-26,Particulier,marseille,26.0
C01118,2019-10-14,Professionnel,paris,34.0
C01119,2022-12-04,Particulier,STRASBOURG,57.0
C01120,2019-04-20,Professionnel,Strasbourg,35.0
C01121,2021-01-13,Particulier,Lyon,25.0
C01122,2020-04-13,Particulier,LYON,49.0
C01123,2019-09-26,Particulier,Marseille,64.0
C01124,2024-05-13,Professionnel,STRASBOURG,0.0
C01125,2019-01-15,Particulier,LILLE,19.0
C01126,2021-06-25,Professionnel,toulouse,27.0
C01127,2020-06-19,Particulier,Marseille,72.0
C01128,2021-12-12,Professionnel,Marseille,37.0
C01129,2021-03-27,Particulier,Lyon,43.0
C01130,2019-12-11,Particulier,STRASBOURG,26.0
C01131,2020-05-21,Professionnel,  Strasbourg ,52.0
C01132,2019-06-25,Particulier,strasbourg,31.0
C01133,2021-04-12,Particulier,Nantes,
C01134,2024-03-08,Particulier,Marseille,56.0
C01135,2022-07-19,Association,Nantes,60.0
C01136,2022-07-04,Particulier,toulouse,43.0
C01137,2022-08-06,Particulier,Bordeaux,40.0
C01138,2023-07-02,Association,Paris,40.0
C01139,2022-09-06,Association,Lille,40.0
C01140,2020-04-27,Particulier,Nantes,14.0
C01141,2021-05-31,Association,Marseille,32.0
C01142,2021-06-16,Professionnel,Lille,
C01143,2020-09-13,Association,Toulouse,30.0
C01144,2024-04-17,Professionnel,lille,27.0
C01145,2020-02-21,Particulier,Nantes,44.0
C01146,2022-10-22,Professionnel,nantes,45.0
C01147,2021-03-17,Professionnel,Strasbourg,51.0
C01148,2019-02-28,Professionnel,Paris,23.0
C01149,2019-04-27,Particulier,Lille,26.0
C01150,2020-07-02,Particulier,  Marseille ,44.0
C01151,2023-10-28,Association,Nantes,32.0
C01152,2019-05-27,Professionnel,LYON,37.0
C01153,2022-02-23,Association,lyon,44.0
C01154,2020-10-08,Particulier,Lyon,59.0
C01155,2021-10-22,Association,  Bordeaux ,
C01156,2022-01-24,Particulier,Lille,44.0
C01157,2024-04-08,Professionnel,Marseille,43.0
C01158,2021-11-03,Particulier,Lille,36.0
C01159,2022-05-04,Professionnel,Marseille,45.0
C01160,2022-03-25,Particulier,  Toulouse ,28.0
C01161,2022-11-04,Association,Toulouse,38.0
C01162,2021-02-09,Particulier,lille,48.0
C01163,2023-05-31,Particulier,Strasbourg,43.0
C01164,2023-01-02,Professionnel,Nantes,38.0
C01165,2019-10-14,Professionnel,NANTES,40.0
C01166,2023-09-08,Professionnel,Paris,38.0
C01167,2019-01-01,Professionnel,NANTES,41.0
C01168,2021-08-06,Particulier,BORDEAUX,
C01169,2023-04-21,Particulier,Marseille,52.0
C01170,2021-08-05,Professionnel,LILLE,44.0
C01171,2019-03-15,Particulier,Bordeaux,32.0
C01172,2021-11-13,Professionnel,Nantes,40.0
C01173,2019-11-24,Professionnel,  Marseille ,38.0
C01174,2021-03-19,Particulier,Strasbourg,25.0
C01175,2020-02-05,Professionnel,Bordeaux,34.0
C01176,2023-04-28,Particulier,Nantes,52.0
C01177,2024-02-11,Professionnel,Bordeaux,54.0
C01178,2019-09-12,Association,Toulouse,35.0
C01179,2024-04-22,Professionnel,NANTES,41.0
C01180,2019-05-20,Association,LYON,18.0
C01181,2024-06-12,Professionnel,Lille,46.0
C01182,2021-11-04,Association,Strasbourg,30.0
C01183,2023-11-25,Particulier,paris,51.0
C01184,2019-07-31,Particulier,Toulouse,41.0
C01185,2020-04-06,Particulier,BORDEAUX,32.0
C01186,2020-02-09,Professionnel,Nantes,55.0
C01187,2020-06-05,Particulier,Nantes,
C01188,2022-09-19,Particulier,Paris,45.0
C01189,2021-07-25,Particulier,PARIS,54.0
C01190,2019-11-02,Professionnel,Lille,
C01191,2023-11-12,Particulier,Lyon,40.0
C01192,2024-05-06,Professionnel,Nantes,43.0
C01193,2022-11-15,Particulier,paris,39.0
C01194,2023-10-03,Particulier,Toulouse,36.0
C01195,2024-05-17,Professionnel,Bordeaux,42.0
C01196,2022-12-07,Particulier,Bordeaux,35.0
C01197,2024-05-06,Particulier,Marseille,30.0
C01198,2019-10-27,Particulier,Marseille,58.0
C01199,2022-09-13,Particulier,LYON,23.0
C01200,2024-03-27,Association,Bordeaux,38.0
C01201,2021-05-19,Particulier,Marseille,27.0
C01202,2021-10-20,Particulier,Nantes,48.0
C01203,2019-02-24,Professionnel,Lille,29.0
C01204,2023-06-02,Professionnel,lyon,46.0
C01205,2021-10-13,Particulier,Toulouse,30.0
C01206,2022-11-01,Association,Bordeaux,71.0
C01207,2023-04-13,Particulier,Paris,46.0
C01208,2023-12-25,Association,Strasbourg,54.0
C01209,2020-01-30,Particulier,LYON,27.0
C01210,2022-03-25,Professionnel,Toulouse,
C01211,2019-12-16,Professionnel,Toulouse,30.0
C01212,2021-08-01,Particulier,Toulouse,59.0
C01213,2022-12-24,Particulier,nantes,52.0
C01214,2020-11-19,Professionnel,Lyon,44.0
C01215,2023-10-25,Professionnel,  Strasbourg ,39.0
C01216,2022-05-24,Particulier,Lille,63.0
C01217,2023-02-19,Particulier,Strasbourg,48.0
C01218,2022-05-22,Professionnel,paris,46.0
C01219,2020-10-06,Particulier,Paris,32.0
C01220,2024-01-15,Association,Lyon,28.0
C01221,2023-10-17,Particulier,Paris,48.0
C01222,2019-02-06,Association,Marseille,49.0
C01223,2023-11-25,Particulier,paris,26.0
C01224,2020-04-13,Professionnel,Paris,43.0
C01225,2021-06-27,Association,Nantes,47.0
C01226,2020-01-01,Association,Bordeaux,35.0
C01227,2021-09-12,Association,Paris,30.0
C01228,2020-09-19,Professionnel,Bordeaux,60.0
C01229,2023-02-20,Professionnel,Lille,55.0
C01230,2023-01-29,Professionnel,Strasbourg,32.0
C01231,2021-05-28,Particulier,Paris,
C01232,2019-08-26,Particulier,strasbourg,26.0
C01233,2020-02-25,Particulier,Bordeaux,46.0
C01234,2023-11-28,Particulier,Nantes,36.0
C01235,2020-08-21,Particulier,Paris,7.0
C01236,2024-01-05,Professionnel,bordeaux,63.0
C01237,2019-10-22,Professionnel,marseille,39.0
C01238,2021-11-03,Particulier,Marseille,29.0
C01239,2022-05-09,Particulier,Nantes,
C01240,2023-04-06,Professionnel,Toulouse,38.0
C01241,2022-04-09,Particulier,Toulouse,31.0
C01242,2024-01-13,Particulier,Bordeaux,44.0
C01243,2021-09-11,Particulier,LILLE,10.0
C01244,2019-10-29,Professionnel,Lyon,45.0
C01245,2024-02-20,Particulier,MARSEILLE,40.0
C01246,2020-09-01,Professionnel,Marseille,80.0
C01247,2020-12-09,Professionnel,Lyon,21.0
C01248,2019-10-04,Particulier,BORDEAUX,54.0
C01249,2023-05-29,Association,Lyon,17.0
C01250,2022-02-25,Particulier,Nantes,54.0
C01251,2020-09-11,Particulier,  Bordeaux ,42.0
C01252,2020-09-21,Particulier,Marseille,14.0
C01253,2023-12-15,Particulier,Strasbourg,34.0
C01254,2022-01-14,Professionnel,Marseille,11.0
C01255,2022-04-24,Professionnel,Paris,38.0
C01256,2020-10-30,Professionnel,Lyon,27.0
C01257,2022-11-10,Professionnel,Lyon,36.0
C01258,2020-10-16,Particulier,marseille,45.0
C01259,2022-04-02,Particulier,Strasbourg,12.0
C01260,2020-04-15,Particulier,  Strasbourg ,39.0
C01261,2019-06-02,Particulier,Strasbourg,33.0
C01262,2021-12-08,Association,Marseille,12.0
C01263,2021-06-15,Particulier,Lyon,34.0
C01264,2020-04-27,Particulier,  Nantes ,47.0
C01265,2019-12-23,Particulier,  Toulouse ,36.0
C01266,2021-11-15,Association,Strasbourg,61.0
C01267,2019-01-13,Particulier,Toulouse,27.0
C01268,2021-09-14,Particulier,Paris,41.0
C01269,2022-09-08,Particulier,Toulouse,24.0
C01270,2019-09-19,Particulier,Paris,61.0
C01271,2021-02-08,Professionnel,Lille,34.0
C01272,2021-10-28,Association,toulouse,59.0
C01273,2020-04-02,Particulier,Strasbourg,31.0
C01274,2023-03-07,Association,BORDEAUX,45.0
C01275,2024-04-01,Professionnel,Lyon,56.0
C01276,2022-01-20,Particulier,Paris,27.0
C01277,2024-06-10,Professionnel,Nantes,22.0
C01278,2022-07-31,Association,Bordeaux,
C01279,2019-02-10,Professionnel,Lille,43.0
C01280,2021-01-02,Association,PARIS,51.0
C01281,2022-09-29,Particulier,Paris,45.0
C01282,2024-05-14,Particulier,Nantes,42.0
C01283,2020-03-14,Particulier,Marseille,41.0
C01284,2022-09-13,Particulier,Lille,37.0
C01285,2021-11-02,Professionnel,MARSEILLE,
C01286,2024-06-03,Association,  Nantes ,33.0
C01287,2019-07-17,Particulier,Lyon,40.0
C01288,2019-03-16,Professionnel,Lyon,48.0
C01289,2019-06-22,Association,bordeaux,72.0
C01290,2023-08-25,Association,Lille,64.0
C01291,2023-07-26,Particulier,LYON,47.0
C01292,2023-05-01,Association,Nantes,
C01293,2021-12-20,Professionnel,Toulouse,46.0
C01294,2022-07-11,Particulier,paris,63.0
C01295,2024-04-26,Professionnel,strasbourg,36.0
C01296,2024-05-10,Association,lyon,28.0
C01297,2019-01-26,Particulier,Lille,34.0
C01298,2024-05-27,Particulier,Nantes,21.0
C01299,2024-02-19,Association,nantes,51.0
C01300,2024-04-30,Particulier,  Paris ,27.0
C01301,2022-12-13,Particulier,Toulouse,37.0
C01302,2019-09-30,Particulier,Bordeaux,42.0
C01303,2020-07-20,Particulier,Bordeaux,38.0
C01304,2023-12-05,Professionnel,Strasbourg,51.0
C01305,2023-10-06,Particulier,paris,39.0
C01306,2020-06-29,Particulier,Marseille,
C01307,2022-11-08,Professionnel,LILLE,59.0
C01308,2022-10-11,Particulier,paris,21.0
C01309,2019-09-05,Particulier,Lyon,29.0
C01310,2020-06-29,Professionnel,Marseille,54.0
C01311,2023-02-10,Particulier,Strasbourg,28.0
C01312,2023-05-25,Particulier,bordeaux,37.0
C01313,2023-05-03,Association,Lyon,30.0
C01314,2022-02-22,Particulier,Strasbourg,45.0
C01315,2021-03-26,Particulier,LYON,0.0
C01316,2021-03-28,Professionnel,Paris,49.0
C01317,2021-06-17,Particulier,TOULOUSE,38.0
C01318,2022-08-13,Professionnel,PARIS,43.0
C01319,2022-11-07,Particulier,Lyon,29.0
C01320,2019-04-04,Particulier,Strasbourg,45.0
C01321,2020-07-15,Particulier,Toulouse,
C01322,2021-08-01,Professionnel,Paris,50.0
C01323,2021-05-09,Particulier,Lyon,42.0
C01324,2021-08-14,Particulier,Lyon,47.0
C01325,2024-05-14,Particulier,Bordeaux,
C01326,2020-08-16,Professionnel,Toulouse,37.0
C01327,2019-05-28,Particulier,Paris,50.0
C01328,2022-05-08,Particulier,Marseille,56.0
C01329,2023-08-28,Particulier,Strasbourg,41.0
C01330,2019-10-25,Particulier,Marseille,43.0
C01331,2024-04-17,Professionnel,LILLE,26.0
C01332,2023-05-28,Particulier,Nantes,35.0
C01333,2019-11-18,Particulier,Marseille,62.0
C01334,2020-04-18,Association,Nantes,48.0
C01335,2020-01-08,Particulier,strasbourg,41.0
C01336,2020-02-23,Particulier,Bordeaux,33.0
C01337,2022-01-07,Particulier,LYON,27.0
C01338,2022-05-19,Particulier,BORDEAUX,25.0
C01339,2020-05-11,Professionnel,Toulouse,0.0
C01340,2024-01-23,Particulier,Toulouse,60.0
C01341,2021-03-21,Particulier,Bordeaux,40.0
C01342,2021-10-04,Particulier,Toulouse,31.0
C01343,2022-09-14,Particulier,Strasbourg,
C01344,2020-03-04,Professionnel,Nantes,42.0
C01345,2022-07-20,Particulier,Nantes,41.0
C01346,2019-05-30,Particulier,TOULOUSE,36.0
C01347,2023-03-23,Professionnel,  Lille ,73.0
C01348,2024-01-07,Particulier,Strasbourg,65.0
C01349,2019-11-22,Particulier,Bordeaux,39.0
C01350,2022-10-01,Particulier,LYON,44.0
C01351,2024-02-06,Association,  Lille ,51.0
C01352,2020-01-11,Particulier,Strasbourg,42.0
C01353,2022-02-07,Particulier,lille,32.0
C01354,2021-07-14,Particulier,Marseille,38.0
C01355,2022-12-30,Professionnel,Toulouse,
C01356,2021-11-01,Particulier,Lyon,45.0
C01357,2022-08-12,Particulier,NANTES,55.0
C01358,2021-09-28,Association,Nantes,17.0
C01359,2021-06-17,Particulier,Bordeaux,48.0
C01360,2021-04-02,Particulier,strasbourg,48.0
C01361,2023-08-11,Professionnel,Lille,55.0
C01362,2020-08-21,Particulier,Paris,52.0
C01363,2022-09-14,Professionnel,NANTES,43.0
C01364,2019-09-03,Professionnel,Toulouse,36.0
C01365,2022-07-17,Particulier,Lyon,36.0
C01366,2020-08-25,Professionnel,Paris,38.0
C01367,2023-02-04,Professionnel,lyon,
C01368,2023-05-31,Particulier,PARIS,52.0
C01369,2021-11-05,Particulier,Lyon,37.0
C01370,2020-07-11,Professionnel,Bordeaux,38.0
C01371,2024-02-16,Professionnel,Bordeaux,25.0
C01372,2020-08-09,Particulier,Bordeaux,44.0
C01373,2020-11-29,Particulier,  Lyon ,64.0
C01374,2022-03-14,Professionnel,Lyon,28.0
C01375,2022-02-23,Professionnel,Bordeaux,78.0
C01376,2019-10-27,Association,Bordeaux,45.0
C01377,2022-11-03,Association,Bordeaux,21.0
C01378,2022-10-22,Association,Paris,64.0
C01379,2024-06-06,Particulier,Lille,37.0
C01380,2022-10-15,Particulier,nantes,40.0
C01381,2022-05-30,Association,Lille,56.0
C01382,2020-07-30,Association,Nantes,20.0
C01383,2024-06-02,Professionnel,Lyon,66.0
C01384,2022-09-26,Particulier,lyon,
C01385,2019-03-21,Particulier,Lyon,29.0
C01386,2023-06-18,Particulier,Paris,35.0
C01387,2019-07-23,Particulier,Nantes,46.0
C01388,2020-07-05,Professionnel,Nantes,34.0
C01389,2023-08-26,Particulier,Strasbourg,33.0
C01390,2020-07-27,Professionnel,Marseille,
C01391,2020-06-22,Particulier,Toulouse,43.0
C01392,2020-12-28,Association,Toulouse,48.0
C01393,2021-03-08,Association,NANTES,
C01394,2024-05-21,Association,Nantes,32.0
C01395,2021-08-06,Professionnel,Bordeaux,57.0
C01396,2020-03-31,Particulier,bordeaux,26.0
C01397,2022-06-06,Particulier,nantes,31.0
C01398,2020-04-30,Particulier,Bordeaux,46.0
C01399,2022-11-03,Particulier,Marseille,21.0
C01400,2020-04-16,Particulier,Lyon,52.0
C01401,2022-03-07,Particulier,Paris,41.0
C01402,2019-05-22,Particulier,Toulouse,18.0
C01403,2021-03-31,Particulier,Marseille,21.0
C01404,2023-06-12,Particulier,Toulouse,20.0
C01405,2022-07-24,Particulier,strasbourg,47.0
C01406,2020-10-27,Professionnel,lyon,36.0
C01407,2020-05-17,Particulier,NANTES,25.0
C01408,2022-11-08,Particulier,Marseille,0.0
C01409,2024-01-08,Particulier,Marseille,48.0
C01410,2022-05-15,Particulier,Bordeaux,44.0
C01411,2022-07-01,Particulier,LYON,46.0
C01412,2023-03-29,Professionnel,Nantes,38.0
C01413,2020-02-10,Particulier,Nantes,21.0
C01414,2022-12-23,Professionnel,  Strasbourg ,39.0
C01415,2023-04-19,Particulier,Lyon,45.0
C01416,2024-01-13,Particulier,Bordeaux,41.0
C01417,2020-10-08,Professionnel,Toulouse,57.0
C01418,2020-10-06,Professionnel,LILLE,39.0
C01419,2023-08-28,Association,BORDEAUX,45.0
C01420,2022-05-14,Particulier,Marseille,18.0
C01421,2022-01-28,Association,Lyon,53.0
C01422,2019-10-29,Particulier,Lyon,23.0
C01423,2019-10-30,Association,marseille,56.0
C01424,2019-11-15,Professionnel,strasbourg,49.0
C01425,2021-09-04,Professionnel,strasbourg,47.0
C01426,2020-07-03,Particulier,Bordeaux,
C01427,2021-10-13,Particulier,bordeaux,45.0
C01428,2020-08-27,Particulier,Strasbourg,38.0
C01429,2024-05-16,Professionnel,Lyon,45.0
C01430,2021-10-03,Particulier,Lyon,30.0
C01431,2024-02-28,Professionnel,Marseille,
C01432,2021-09-02,Particulier,Lille,48.0
C01433,2023-08-11,Particulier,Lyon,49.0
C01434,2019-04-14,Association,Marseille,42.0
C01435,2024-05-27,Particulier,Strasbourg,
C01436,2021-04-04,Particulier,Toulouse,53.0
C01437,2019-08-23,Association,Toulouse,32.0
C01438,2022-07-10,Professionnel,Strasbourg,31.0
C01439,2023-06-26,Particulier,TOULOUSE,18.0
C01440,2023-07-09,Particulier,nantes,46.0
C01441,2022-02-25,Professionnel,Lille,51.0
C01442,2022-05-09,Professionnel,Lille,32.0
C01443,2019-02-19,Association,Toulouse,36.0
C01444,2019-04-18,Particulier,Strasbourg,37.0
C01445,2019-08-01,Particulier,Bordeaux,46.0
C01446,2019-03-25,Professionnel,bordeaux,46.0
C01447,2021-10-12,Association,  Lille ,51.0
C01448,2020-03-15,Particulier,Nantes,40.0
C01449,2021-11-16,Particulier,LILLE,-1.0
C01450,2023-08-13,Professionnel,Marseille,30.0
C01451,2023-01-29,Association,Bordeaux,27.0
C01452,2023-11-27,Professionnel,Paris,38.0
C01453,2019-04-11,Professionnel,LILLE,56.0
C01454,2020-03-10,Particulier,NANTES,
C01455,2021-11-19,Professionnel,Paris,30.0
C01456,2024-06-05,Particulier,strasbourg,30.0
C01457,2022-05-09,Professionnel,Strasbourg,13.0
C01458,2023-02-01,Particulier,Marseille,27.0
C01459,2023-08-04,Professionnel,Paris,46.0
C01460,2019-12-15,Association,nantes,41.0
C01461,2019-02-04,Professionnel,Paris,35.0
C01462,2021-02-08,Professionnel,Bordeaux,51.0
C01463,2019-09-06,Association,PARIS,
C01464,2023-11-25,Particulier,Lille,32.0
C01465,2023-01-26,Particulier,Bordeaux,40.0
C01466,2024-05-02,Professionnel,Paris,41.0
C01467,2020-02-22,Professionnel,  Lille ,52.0
C01468,2019-12-07,Particulier,toulouse,42.0
C01469,2024-05-21,Particulier,Lille,57.0
C01470,2019-05-27,Association,  Nantes ,67.0
C01471,2023-03-05,Association,Lille,23.0
C01472,2021-01-20,Professionnel,  Lyon ,54.0
C01473,2021-09-18,Particulier,Paris,27.0
C01474,2019-07-25,Particulier,Lille,39.0
C01475,2019-04-17,Particulier,lille,52.0
C01476,2023-05-20,Particulier,Strasbourg,38.0
C01477,2023-03-02,Professionnel,Strasbourg,51.0
C01478,2019-08-04,Professionnel,Lille,38.0
C01479,2024-04-29,Particulier,  Lille ,43.0
C01480,2021-07-10,Association,Strasbourg,
C01481,2022-01-04,Particulier,Nantes,
C01482,2019-05-05,Particulier,Nantes,41.0
C01483,2022-03-20,Association,Marseille,33.0
C01484,2021-05-03,Professionnel,Toulouse,-1.0
C01485,2021-03-13,Particulier,Lyon,3.0
C01486,2019-04-10,Professionnel,Marseille,42.0
C01487,2019-10-08,Particulier,Marseille,41.0
C01488,2023-07-09,Association,Bordeaux,41.0
C01489,2024-01-09,Professionnel,Toulouse,29.0
C01490,2023-01-02,Professionnel,  Bordeaux ,13.0
C01491,2019-12-26,Particulier,strasbourg,62.0
C01492,2023-04-19,Professionnel,  Lyon ,16.0
C01493,2023-01-19,Particulier,Bordeaux,70.0
C01494,2022-08-29,Association,Lille,28.0
C01495,2022-07-13,Particulier,  Toulouse ,
C01496,2022-01-13,Particulier,Nantes,32.0
C01497,2019-11-24,Particulier,Bordeaux,
C01498,2020-01-03,Association,Strasbourg,40.0
C01499,2020-07-24,Professionnel,Marseille,42.0
C01500,2019-03-22,Particulier,Bordeaux,59.0
C01501,2021-09-16,Particulier,Strasbourg,25.0
C01502,2019-03-24,Particulier,marseille,34.0
C01503,2020-05-21,Association,Lyon,19.0
C01504,2023-03-12,Particulier,  Bordeaux ,35.0
C01505,2021-03-20,Particulier,Nantes,50.0
C01506,2022-08-24,Particulier,  Nantes ,31.0
C01507,2022-10-26,Particulier,Toulouse,52.0
C01508,2020-08-19,Particulier,Toulouse,58.0
C01509,2019-09-12,Professionnel,paris,46.0
C01510,2023-02-15,Professionnel,Lille,36.0
C01511,2020-08-14,Association,Nantes,33.0
C01512,2020-12-28,Particulier,Nantes,29.0
C01513,2023-08-24,Particulier,Toulouse,38.0
C01514,2024-03-18,Particulier,Lille,51.0
C01515,2019-02-16,Particulier,lille,83.0
C01516,2022-04-09,Particulier,Bordeaux,39.0
C01517,2023-01-11,Professionnel,nantes,999.0
C01518,2020-03-14,Professionnel,Lyon,24.0
C01519,2020-06-27,Particulier,Nantes,47.0
C01520,2020-01-17,Particulier,Lyon,28.0
C01521,2021-05-25,Particulier,Lille,14.0
C01522,2021-05-17,Professionnel,  Paris ,55.0
C01523,2021-01-17,Professionnel,LILLE,32.0
C01524,2020-02-07,Professionnel,marseille,35.0
C01525,2021-02-23,Professionnel,Lille,
C01526,2020-03-29,Professionnel,  Toulouse ,45.0
C01527,2022-10-06,Particulier,toulouse,53.0
C01528,2021-07-26,Particulier,Marseille,45.0
C01529,2019-03-30,Particulier,Paris,60.0
C01530,2023-04-20,Particulier,Toulouse,46.0
C01531,2024-01-22,Association,Paris,53.0
C01532,2022-04-17,Particulier,Lyon,
C01533,2020-09-25,Particulier,Marseille,50.0
C01534,2023-07-18,Particulier,Bordeaux,38.0
C01535,2019-05-28,Particulier,Lyon,50.0
C01536,2023-01-17,Particulier,  Paris ,50.0
C01537,2021-03-16,Particulier,Strasbourg,30.0
C01538,2019-01-12,Particulier,Paris,30.0
C01539,2024-03-29,Association,Bordeaux,46.0
C01540,2022-07-15,Particulier,PARIS,55.0
C01541,2022-06-17,Particulier,LYON,52.0
C01542,2019-04-21,Particulier,Marseille,43.0
C01543,2024-02-11,Professionnel,TOULOUSE,39.0
C01544,2019-05-06,Professionnel,nantes,47.0
C01545,2019-04-24,Particulier,strasbourg,44.0
C01546,2022-02-20,Professionnel,BORDEAUX,
C01547,2021-03-01,Particulier,Strasbourg,40.0
C01548,2023-12-31,Professionnel,marseille,42.0
C01549,2022-06-11,Professionnel,  Strasbourg ,44.0
C01550,2020-04-19,Association,Strasbourg,41.0
C01551,2024-01-06,Association,  Marseille ,44.0
C01552,2020-05-24,Association,Bordeaux,52.0
C01553,2021-07-22,Professionnel,Lyon,59.0
C01554,2019-12-03,Particulier,Paris,56.0
C01555,2021-06-27,Particulier,Lille,45.0
C01556,2020-10-16,Particulier,Nantes,37.0
C01557,2021-08-23,Particulier,paris,61.0
C01558,2021-06-06,Particulier,Nantes,30.0
C01559,2019-04-15,Particulier,Lyon,46.0
C01560,2020-02-01,Particulier,Lyon,18.0
C01561,2021-08-09,Association,Strasbourg,50.0
C01562,2023-08-07,Particulier,  Lille ,56.0
C01563,2021-08-17,Particulier,TOULOUSE,26.0
C01564,2022-01-04,Particulier,Nantes,34.0
C01565,2022-03-01,Particulier,Bordeaux,19.0
C01566,2022-09-03,Particulier,  Toulouse ,25.0
C01567,2020-10-23,Particulier,lille,38.0
C01568,2023-10-25,Association,Marseille,32.0
C01569,2020-08-09,Particulier,Marseille,70.0
C01570,2019-07-22,Particulier,Nantes,
C01571,2022-05-17,Professionnel,lyon,33.0
C01572,2023-10-25,Particulier,BORDEAUX,40.0
C01573,2020-11-24,Association,Lyon,40.0
C01574,2024-05-18,Professionnel,Paris,40.0
C01575,2021-07-25,Professionnel,Nantes,38.0
C01576,2022-12-04,Professionnel,Strasbourg,31.0
C01577,2019-05-19,Particulier,Nantes,57.0
C01578,2021-05-03,Professionnel,Lille,38.0
C01579,2023-12-31,Professionnel,Toulouse,28.0
C01580,2021-04-07,Particulier,Paris,45.0
C01581,2021-04-02,Particulier,Bordeaux,34.0
C01582,2022-01-01,Particulier,BORDEAUX,27.0
C01583,2022-01-06,Particulier,Bordeaux,999.0
C01584,2022-11-22,Professionnel,Lille,41.0
C01585,2023-10-10,Particulier,Marseille,51.0
C01586,2022-04-26,Association,Strasbourg,31.0
C01587,2021-12-26,Professionnel,Paris,38.0
C01588,2022-04-30,Particulier,Strasbourg,33.0
C01589,2022-07-08,Particulier,Nantes,31.0
C01590,2021-04-21,Particulier,STRASBOURG,31.0
C01591,2021-10-23,Particulier,Paris,34.0
C01592,2022-01-30,Particulier,Lyon,46.0
C01593,2019-04-15,Particulier,Lille,57.0
C01594,2022-03-06,Professionnel,Toulouse,35.0
C01595,2024-05-23,Association,Paris,51.0
C01596,2020-12-21,Particulier,lyon,30.0
C01597,2023-05-09,Professionnel,marseille,22.0
C01598,2021-04-17,Professionnel,Nantes,
C01599,2019-04-01,Particulier,Paris,40.0
C01600,2023-11-19,Particulier,Bordeaux,29.0
C01601,2022-03-11,Association,Nantes,25.0
C01602,2021-10-28,Professionnel,lyon,25.0
C01603,2020-07-28,Professionnel,Strasbourg,63.0
C01604,2021-01-16,Association,Bordeaux,50.0
C01605,2023-07-23,Particulier,LYON,32.0
C01606,2023-03-19,Particulier,Strasbourg,47.0
C01607,2020-04-27,Professionnel,Strasbourg,62.0
C01608,2019-09-05,Professionnel,Lyon,30.0
C01609,2020-11-22,Professionnel,STRASBOURG,25.0
C01610,2023-02-26,Professionnel,Strasbourg,36.0
C01611,2021-06-12,Association,BORDEAUX,55.0
C01612,2023-03-25,Association,Bordeaux,30.0
C01613,2022-07-05,Particulier,bordeaux,
C01614,2024-06-16,Particulier,LYON,43.0
C01615,2020-10-22,Particulier,PARIS,38.0
C01616,2023-05-20,Professionnel,Strasbourg,53.0
C01617,2021-04-05,Association,  Strasbourg ,45.0
C01618,2023-11-08,Particulier,Bordeaux,36.0
C01619,2021-09-04,Association,Nantes,49.0
C01620,2024-01-03,Particulier,Paris,38.0
C01621,2023-09-25,Professionnel,Lille,
C01622,2019-05-16,Particulier,Bordeaux,59.0
C01623,2019-04-09,Association,LYON,39.0
C01624,2023-02-28,Particulier,MARSEILLE,73.0
C01625,2020-03-25,Particulier,Toulouse,19.0
C01626,2019-04-17,Professionnel,Paris,-16.0
C01627,2022-09-30,Particulier,Paris,15.0
C01628,2020-12-04,Professionnel,Nantes,40.0
C01629,2023-08-11,Particulier,Nantes,55.0
C01630,2019-03-17,Professionnel,Marseille,16.0
C01631,2023-10-09,Particulier,Nantes,55.0
C01632,2021-07-18,Particulier,  Lyon ,20.0
C01633,2023-06-12,Association,Toulouse,22.0
C01634,2021-07-15,Professionnel,Strasbourg,38.0
C01635,2019-12-07,Particulier,Toulouse,41.0
C01636,2021-11-04,Professionnel,Nantes,37.0
C01637,2023-11-17,Particulier,Strasbourg,39.0
C01638,2022-02-02,Professionnel,Nantes,47.0
C01639,2023-03-25,Professionnel,BORDEAUX,41.0
C01640,2021-10-24,Professionnel,Toulouse,19.0
C01641,2021-09-09,Professionnel,Paris,52.0
C01642,2020-02-08,Particulier,Lille,29.0
C01643,2020-08-28,Association,Marseille,
C01644,2021-01-02,Particulier,Lille,64.0
C01645,2020-11-19,Professionnel,Lyon,59.0
C01646,2020-08-19,Professionnel,Strasbourg,
C01647,2020-04-07,Particulier,Marseille,37.0
C01648,2021-08-04,Particulier,Strasbourg,28.0
C01649,2022-05-10,Particulier,Lyon,46.0
C01650,2023-11-14,Professionnel,paris,0.0
C01651,2024-04-05,Professionnel,Strasbourg,21.0
C01652,2019-02-17,Association,PARIS,54.0
C01653,2023-08-11,Professionnel,Marseille,51.0
C01654,2020-05-19,Particulier,STRASBOURG,43.0
C01655,2022-10-20,Professionnel,Bordeaux,55.0
C01656,2023-07-11,Particulier,marseille,58.0
