id_commande,date_commande,id_client,id_produit,id_magasin,quantite,prix_unitaire,remise_pct,canal,statut,ville_livraison
CMD0011329,2023/02/02 09:46,C00234,P0001,M01,3,993.04,20.0,telephone,livre,Lyon
CMD0002469,28/08/2024,C00143,P0013,M05,2,819.15,0.0,boutique,livre,Paris
CMD0008618,08/06/2024,C01465,P0020,M03,3,787.35,10.0,web,livre,Paris
CMD0017366,2024/12/30 09:10,C01283,P0005,M04,3,116.98,0.0,web,retourne,Lille
CMD0001648,2024/06/14 19:56,C02585,P0004,M05,3,791.46,0.0,telephone,livre,Bordeaux
CMD0002471,11-03-2023,C02006,P0005,M99,2,131.58,20.0,boutique,livre,Bordeaux
CMD0003185,18-01-2024,C00764,P0022,M06,3,451.88,5.0,web,livre,Bordeaux
CMD0008337,2023-06-04,C02158,P0013,M01,2,714.54,0.0,WEB,annule,Toulouse
CMD0000392,2023-07-04,C00963,P0025,M06,2,"904,98 EUR",15.0,BOUTIQUE,livre,toulouse
CMD0009042,2023-10-06,C00727,P0015,M07,2,497.69,0.0,boutique,retourne,Nantes
CMD0015013,2024-03-21,C00169,P0036,M99,2,242.58,0.0,boutique,livre,Lille
CMD0010854,2023/01/13 09:59,C00741,P0016,M07,2,273.46,0.0,TELEPHONE,livre,Strasbourg
CMD0014116,23 Jul 2023,C01065,P9999,M06,3,"468,98 EUR",0.0,web,annule,Marseille
CMD0005345,2023-03-11,C02638,P0023,M05,1,93.83,0.0,web,livre,strasbourg
CMD0008423,2024-09-16,C01642,P0009,M02,2,154.53,15.0,BOUTIQUE,livre,Toulouse
CMD0015376,29/01/2023,C00508,P0020,M06,3,818.63,5.0,web,annule,lyon
CMD0007919,12/01/2023,C02145,P0024,M99,3,1015.51,20.0,web,livre,lyon
CMD0001722,06-06-2023,C02474,P0008,M04,2,863.56,0.0,web,retourne,LYON
CMD0002997,13-08-2024,C01910,P0018,M04,2,87.63,0.0,web,livre,LILLE
CMD0004242,2023-11-23,C01973,P0029,M07,2,198.99,10.0,web,livre,Lyon
CMD0015886,07 Mar 2024,C02753,P0010,M99,2,543.44,,boutique,livre,Strasbourg
CMD0008064,02 Jun 2024,C02281,P0010,M06,2,"581,81 EUR",0.0,web,livre,nantes
CMD0005275,2024-12-21,C00090,P0030,M08,5,832.64,,WEB,livre,Marseille
CMD0016575,2023/10/02 11:29,C02463,P0024,M05,1,1043.84,20.0,web,livre,Bordeaux
CMD0002625,02 Sep 2024,C00119,P0018,M08,2,86.59,10.0,web,retourne,Marseille
CMD0014321,12 Feb 2024,C00595,P0011,M08,2,427.31,15.0,boutique,annule,Toulouse
CMD0011245,01 May 2023,C01832,P0013,M08,3,"785,36 EUR",0.0,WEB,annule,Bordeaux
CMD0007643,2024/04/15 11:41,C02227,P0035,M05,2,563.55,10.0,web,livre,BORDEAUX
CMD0006651,21-06-2023,C01647,P0035,M02,1,547.86,10.0,web,livre,Geneve
CMD0007143,2023/01/21 15:30,C00127,P0018,M02,3,100.0,20.0,  boutique ,annule,Toulouse
CMD0012373,2024-08-22,C00636,P0015,M05,2,502.67,20.0,telephone,retourne,toulouse
CMD0008539,18-11-2023,C01927,P0015,M99,1,540.44,0.0,web,retourne,Marseille
CMD0013621,2023-12-20,C02779,P0039,M02,2,304.75,0.0,boutique,annule,nantes
CMD0002433,2024-08-02,C02097,P0014,M05,2,"912,79 EUR",10.0,  boutique ,annule,Nantes
CMD0002209,2023/06/24 14:24,C01798,P0017,M04,3,635.0,0.0,web,annule,Marseille
CMD0017688,2023-04-16,C00193,P0034,M03,2,440.43,20.0,web,livre,Paris
CMD0002477,2023-06-21,C00615,P0003,M04,1,1090.99,0.0,boutique,livre,Lyon
CMD0016178,16-05-2024,C01457,P0013,M08,3,758.7,0.0,  boutique ,livre,marseille
CMD0015210,15-03-2023,C00971,P0036,M04,1,"259,27 EUR",0.0,web,livre,lyon
CMD0004331,02-06-2024,C02935,P0034,M01,1,423.2,0.0,web,livre,bordeaux
CMD0016506,2023/05/14 20:27,C01587,P0028,M02,3,61.58,5.0,boutique,livre,Paris
CMD0002661,09 Dec 2024,C01635,P0012,M99,3,1133.95,0.0,boutique,livre,  Strasbourg 
CMD0002453,14/04/2024,C00742,P0010,M05,3,557.03,20.0,web,annule,Paris
CMD0012583,,C00831,P0011,M08,3,412.26,5.0,telephone,livre,Nantes
CMD0015342,01-01-2024,C02364,P0022,M06,2,403.71,15.0,BOUTIQUE,annule,Nantes
CMD0013173,2024/05/15 20:47,C01119,P0028,M08,3,70.06,0.0,boutique,livre,nantes
CMD0012142,17/07/2024,C01116,P0021,M06,3,992.3,0.0,web,annule,Bordeaux
CMD0011690,19-08-2023,C02401,P0025,M08,2,975.31,,BOUTIQUE,livre,  Strasbourg 
CMD0013402,2024-01-12,C01327,P0018,M06,3,92.86,10.0,  web ,livre,Toulouse
CMD0001327,2024-08-03,C01370,P0038,M07,3,"549,17 EUR",0.0,web,livre,Lyon
CMD0011145,18 Jan 2023,C01066,P0023,M05,2,89.12,,web,annule,Marseille
CMD0015649,2023/02/22 15:05,C00056,P0001,M06,2,859.49,20.0,web,livre,PARIS
CMD0010330,26-03-2024,C00387,P0018,M08,1,90.6,0.0,boutique,livre,Paris
CMD0005850,08/06/2024,C02697,P0010,M08,3,543.12,15.0,WEB,retourne,NANTES
CMD0010490,09-10-2023,C02508,P0003,M04,3,960.11,0.0,  boutique ,annule,Nantes
CMD0012526,2024/08/27 10:36,C01921,P0006,M07,3,1112.74,0.0,web,livre,Bordeaux
CMD0012903,23/07/2024,C02873,P0023,M03,3,87.98,15.0,boutique,livre,Lyon
CMD0002599,2023/04/09 17:14,C02530,P0030,M07,1,811.08,0.0,web,livre,Paris
CMD0011048,2023-10-22,C01083,P0007,M04,1,957.28,15.0,WEB,annule,bordeaux
CMD0004411,02/08/2024,C02194,P0020,M01,1,"800,83 EUR",0.0,boutique,annule,Paris
CMD0017300,05 Mar 2024,C01036,P0018,M01,3,95.7,5.0,boutique,livre,Toulouse
CMD0016680,18 Jul 2024,C01382,P0039,M03,2,292.14,15.0,web,livre,Toulouse
CMD0001524,08 Aug 2024,C00198,P0009,M08,2,173.38,0.0,web,livre,LYON
CMD0000428,2023/09/24 20:27,C01713,P0010,M07,3,573.33,0.0,boutique,livre,Lyon
CMD0015075,,C02685,P0026,M07,1,245.12,5.0,telephone,annule,Marseille
CMD0006586,2024/01/08 09:21,C02134,P0013,M04,3,788.31,10.0,  web ,livre,LILLE
CMD0005196,29 Apr 2024,C02250,P0001,M08,2,917.72,0.0,boutique,livre,STRASBOURG
CMD0007220,16/07/2024,C01929,P0037,M06,3,176.88,0.0,  telephone ,livre,strasbourg
CMD0005993,14/04/2023,C00287,P0002,M01,1,552.34,0.0,telephone,livre,Bordeaux
CMD0008910,2023/01/15 12:46,C01796,P0003,M99,2,1075.15,20.0,boutique,livre,Lille
CMD0003818,2023/11/22 20:43,C00700,P0034,M03,3,481.67,0.0,web,livre,Lyon
CMD0000737,2024-04-20,C02770,P0033,M01,3,439.93,5.0,  web ,livre,Paris
CMD0013114,,C02046,P0030,M01,3,772.9,0.0,web,livre,Bordeaux
CMD0017679,17/04/2024,C01774,P0024,M99,3,1119.63,15.0,telephone,livre,Bordeaux
CMD0003645,2023/09/02 14:34,990022,P0015,M06,2,523.98,10.0,web,livre,  Lille 
CMD0004662,24/08/2024,C02958,P0037,M04,2,179.72,10.0,WEB,livre,Nantes
CMD0008021,21-07-2024,C00962,P0035,M08,1,560.65,0.0,boutique,livre,Paris
CMD0002613,12/10/2023,C02340,P0037,M02,2,183.36,0.0,web,annule,Paris
CMD0016237,2023/01/11 09:32,C01526,P0025,M02,2,919.48,5.0,web,livre,Lille
CMD0008705,2024-11-26,C01213,P0001,M01,2,949.48,0.0,web,livre,TOULOUSE
CMD0008363,28/07/2023,C00145,P0018,M07,2,93.07,0.0,web,livre,toulouse
CMD0002989,,C01640,P0036,M05,3,243.19,0.0,telephone,livre,Lille
CMD0014496,05/09/2024,C02088,P0014,M02,1,"1019,36 EUR",0.0,telephone,livre,paris
CMD0001550,04/11/2024,990055,P0018,M04,2,85.12,20.0,telephone,livre,MARSEILLE
CMD0007279,19-03-2023,C01526,P0005,M02,3,124.51,5.0,boutique,retourne,LILLE
CMD0016111,03-01-2024,C01231,P0026,M05,2,254.28,0.0,WEB,livre,Marseille
CMD0006486,27 May 2024,C00155,P0021,M05,3,840.58,10.0,web,livre,Strasbourg
CMD0007955,18-09-2024,C01379,P0010,M04,3,591.12,,telephone,livre,  Lille 
CMD0009147,24 Sep 2024,C02421,P0029,M03,2,195.58,,boutique,annule,marseille
CMD0004234,17 Apr 2024,C01561,P0020,M07,3,800.7,15.0,telephone,annule,toulouse
CMD0012859,05 May 2024,C01728,P0005,M08,2,125.22,,boutique,livre,bordeaux
CMD0002984,01-10-2023,C01221,P0030,M04,1,890.58,0.0,web,annule,BORDEAUX
CMD0014677,22/04/2024,C00619,P0026,M05,2,256.98,10.0,web,retourne,strasbourg
CMD0016055,11 Apr 2024,C02891,P0010,M99,2,529.36,0.0,web,livre,Strasbourg
CMD0001578,15-10-2023,C00231,P0038,M03,3,"522,95 EUR",0.0,  web ,annule,lyon
CMD0011243,09-05-2024,990005,P0005,M04,1,134.29,0.0,web,livre,Toulouse
CMD0015084,11-06-2024,C00923,P0038,M04,2,552.51,,boutique,livre,Bordeaux
CMD0005397,2024-10-24,C00946,P0012,M99,3,"1036,00 EUR",0.0,web,retourne,NANTES
CMD0016198,2023-02-11,C02033,P0015,M06,3,520.73,20.0,boutique,retourne,Bordeaux
CMD0001453,30 Dec 2023,C00170,P0032,M05,3,1196.33,15.0,web,livre,Lyon
CMD0003431,16 Oct 2024,C02639,P0027,M06,2,585.96,,boutique,livre,lyon
CMD0007855,12 Sep 2023,C02111,P0033,M02,1,416.05,5.0,WEB,livre,Toulouse
CMD0014538,19-06-2024,C00015,P0037,M06,1,163.87,,web,livre,Toulouse
CMD0000952,06/09/2024,C01547,P0015,M02,3,573.18,10.0,telephone,annule,Lille
CMD0000544,02 Jul 2023,C00294,P0014,M04,2,1041.58,5.0,boutique,livre,Nantes
CMD0001878,31 Jul 2024,C00075,P0032,M05,2,"1195,73 EUR",5.0,boutique,livre,BORDEAUX
CMD0009429,16-11-2023,C01942,P0031,M03,3,907.88,0.0,web,retourne,Toulouse
CMD0008130,2023/10/15 12:58,C00087,P0039,M99,1,298.3,0.0,web,livre,Paris
CMD0011593,28 Jun 2023,C01321,P0006,M99,1,1107.59,15.0,web,retourne,Nantes
CMD0017949,10-03-2023,C01324,P0024,M06,2,"1150,45 EUR",0.0,web,livre,strasbourg
CMD0007511,2024/04/04 09:54,C01906,P0038,M03,2,563.28,10.0,boutique,retourne,Lille
CMD0017680,24/10/2024,C02310,P0024,M01,2,1076.74,,boutique,livre,TOULOUSE
CMD0014486,20-05-2024,C02766,P0010,M01,3,511.69,0.0,boutique,livre,Toulouse
CMD0017778,16 Mar 2023,C01177,P0023,M08,3,102.34,0.0,boutique,livre,Marseille
CMD0013254,13/07/2024,C00751,P0025,M07,2,926.57,0.0,telephone,livre,Toulouse
CMD0011066,29-05-2023,C01220,P0022,M04,3,461.02,,web,livre,Lyon
CMD0009103,13 Jul 2024,C02196,P0007,M05,1,922.91,5.0,boutique,livre,  Lille 
CMD0006501,2023/07/14 18:26,C01976,P0027,M04,1,555.57,15.0,telephone,livre,Nantes
CMD0009171,2024-10-25,C00830,P0009,M02,3,166.79,0.0,telephone,livre,Nantes
CMD0007302,27/11/2024,C01837,P0008,M99,6,931.25,15.0,boutique,livre,marseille
CMD0013958,2024-10-31,C01885,P0034,M04,3,481.01,0.0,telephone,livre,Lille
CMD0004376,2024-01-23,C02960,P0008,M01,3,1003.0,20.0,  web ,livre,Lyon
CMD0015993,2023-03-03,C01466,P0027,M08,1,"585,64 EUR",20.0,web,livre,MARSEILLE
CMD0001540,04/07/2023,990050,P0037,M03,2,181.39,5.0,web,retourne,nantes
CMD0002587,2024/06/28 18:53,C02115,P0025,M99,3,924.07,0.0,boutique,retourne,Paris
CMD0006331,2024/01/01 09:17,C00649,P0016,M99,3,274.63,10.0,web,livre,  Toulouse 
CMD0012908,2024-07-18,C01570,P0026,M02,3,228.76,5.0,web,retourne,Lyon
CMD0003111,2024-08-02,C02644,P0022,M04,3,411.88,15.0,boutique,annule,Paris
CMD0000805,2023/05/31 09:46,990050,P0031,M02,2,887.31,20.0,WEB,livre,  Lyon 
CMD0009223,,C02050,P0032,M01,1,1231.02,10.0,telephone,livre,NANTES
CMD0006700,31 Aug 2023,C02384,P0018,M99,1,95.98,5.0,web,livre,Lyon
CMD0001690,21/03/2023,C01157,P0025,M04,1,932.04,0.0,web,annule,Bordeaux
CMD0008740,2023-08-17,C01553,P0031,M05,3,946.66,20.0,boutique,retourne,Toulouse
CMD0010969,01/07/2023,C00113,P0038,M08,1,613.4,,web,livre,BORDEAUX
CMD0007390,19-02-2023,C00684,P0012,M06,3,1191.24,15.0,boutique,livre,Paris
CMD0013905,30-04-2024,C00055,P0028,M06,3,64.31,0.0,web,livre,  Nantes 
CMD0009977,2023/03/26 13:39,C00104,P0032,M02,2,1188.05,0.0,boutique,livre,Toulouse
CMD0000485,30/12/2024,C00316,P0036,M05,1,239.68,20.0,telephone,retourne,  Lyon 
CMD0002840,2024-10-10,C02372,P0024,M01,3,1070.81,5.0,WEB,retourne,Bordeaux
CMD0017274,2024-11-27,C00325,P0012,M99,2,1095.94,10.0,boutique,livre,Marseille
CMD0014890,05-06-2024,C02786,P0004,M07,2,775.06,20.0,boutique,livre,Paris
CMD0013214,2024-05-02,C01126,P0021,M07,3,943.44,0.0,boutique,retourne,Geneve
CMD0005910,16/07/2023,C01271,P0032,M07,1,1110.27,15.0,boutique,livre,Strasbourg
CMD0011000,21-01-2023,C00893,P0004,M03,2,867.76,0.0,web,livre,Strasbourg
CMD0016800,22-05-2023,C02869,P0028,M01,1,69.47,15.0,telephone,livre,Nantes
CMD0009332,2024/10/03 08:22,C01936,P0002,M04,3,566.48,10.0,boutique,livre,  Paris 
CMD0015530,06/10/2023,C02945,P0016,M08,2,290.5,15.0,web,livre,Toulouse
CMD0012945,22-12-2024,C00533,P0012,M08,2,1038.53,0.0,web,livre,  Lyon 
CMD0005951,10-07-2023,C01449,P0015,M01,1,497.38,0.0,boutique,livre,Bordeaux
CMD0000617,08 Nov 2024,C00263,P0013,M07,4,855.28,10.0,telephone,livre,NANTES
CMD0004724,25 Jul 2023,C02072,P0031,M05,2,854.43,20.0,WEB,retourne,paris
CMD0009940,17/07/2023,C01211,P0022,M06,1,438.6,0.0,web,livre,Paris
CMD0012772,26-10-2023,C00172,P0008,M06,2,948.39,0.0,boutique,livre,Lille
CMD0004142,21/08/2023,C02165,P0011,M08,3,486.08,10.0,web,livre,  Marseille 
CMD0004824,15-04-2023,C00651,P0031,M06,2,986.37,10.0,  boutique ,livre,Toulouse
CMD0001972,2024/07/09 16:33,C01047,P0020,M03,1,709.58,15.0,TELEPHONE,livre,Nantes
CMD0007914,2023-09-13,C01236,P0018,M99,3,95.16,20.0,web,livre,Nantes
CMD0013029,2024/10/04 11:23,C01106,P0006,M07,3,1066.05,0.0,WEB,livre,Lille
CMD0004853,20-10-2023,C01163,P0022,M05,2,426.41,10.0,boutique,livre,Toulouse
CMD0010121,2023/10/04 13:20,C00858,P0030,M01,3,886.61,0.0,boutique,retourne,Strasbourg
CMD0011926,15/06/2023,C02930,P0017,M99,1,640.08,0.0,web,livre,Nantes
CMD0009340,12-10-2023,C02725,P0034,M01,3,433.05,0.0,web,livre,Strasbourg
CMD0010644,22/07/2024,C02424,P0031,M07,2,903.6,10.0,web,livre,Toulouse
CMD0005893,2024-07-30,C01173,P0013,M03,1,851.53,15.0,web,livre,Toulouse
CMD0008368,01-12-2023,C02634,P0012,M03,2,1185.89,0.0,  boutique ,livre,LYON
CMD0010191,18-07-2023,C02954,P0011,M99,2,457.8,0.0,web,retourne,Lille
CMD0008277,11 Jul 2024,C01348,P0009,M07,2,159.04,10.0,telephone,livre,Paris
CMD0005267,20-07-2023,C02629,P0004,M02,3,912.71,0.0,boutique,livre,Lille
CMD0013065,2024-05-23,C00881,P0025,M03,3,851.26,10.0,boutique,livre,Strasbourg
CMD0006005,02 Feb 2024,C00524,P0035,M04,2,595.59,0.0,web,livre,Paris
CMD0007913,07-05-2024,C00408,P0022,M04,3,430.71,0.0,telephone,retourne,Bordeaux
CMD0010308,29/01/2024,C02627,P0032,M03,2,1133.38,15.0,web,annule,lille
CMD0017123,2024-10-14,C00145,P0033,M08,1,398.58,15.0,web,annule,Lille
CMD0011792,31 Jul 2024,C01529,P0020,M07,2,745.01,0.0,  boutique ,annule,Toulouse
CMD0016251,05 Feb 2023,C00358,P0014,M07,2,949.78,,web,livre,toulouse
CMD0001496,2024-01-14,C00225,P0017,M01,2,"645,87 EUR",5.0,boutique,livre,Strasbourg
CMD0013124,2024-04-06,C00267,P0036,M08,1,250.14,15.0,WEB,livre,lille
CMD0009328,04-09-2024,C02283,P0002,M02,3,571.66,15.0,web,livre,Bordeaux
CMD0010307,20-07-2023,C02751,P0003,M07,3,1123.92,5.0,boutique,livre,marseille
CMD0001466,2024/10/18 08:02,C01501,P0002,M05,2,577.59,,WEB,livre,Marseille
CMD0010868,02 Mar 2023,C00011,P0017,M08,1,628.4,20.0,boutique,retourne,Lyon
CMD0010859,2023/11/09 18:09,C01538,P0010,M07,4,577.6,0.0,boutique,livre,  Nantes 
CMD0009698,17/04/2023,C00437,P0031,M05,2,870.23,0.0,telephone,livre,Bordeaux
CMD0016263,25/06/2024,C00494,P0039,M07,3,301.39,0.0,web,annule,Toulouse
CMD0006419,2024/12/05 13:12,C02733,P0005,M06,1,136.79,5.0,web,annule,Bordeaux
CMD0007296,28-12-2024,C01091,P0029,M01,3,204.35,10.0,web,livre,STRASBOURG
CMD0006222,2023-06-19,C00713,P0027,M02,2,554.48,0.0,web,livre,Marseille
CMD0017925,2024/04/22 18:11,C02975,P0022,M04,1,424.17,20.0,BOUTIQUE,livre,Nantes
CMD0002930,2024-04-14,C00880,P0018,M08,2,97.39,10.0,BOUTIQUE,livre,Lille
CMD0009712,26/09/2023,C01291,P0026,M99,3,224.84,0.0,boutique,livre,Bordeaux
CMD0003882,26 Jan 2023,C01496,P0038,M06,3,547.97,0.0,web,livre,strasbourg
CMD0003326,2024/06/15 17:19,C01006,P0011,M02,3,483.33,15.0,boutique,livre,Lyon
CMD0003692,2023-01-23,C00216,P0032,M04,1,1163.02,15.0,boutique,livre,Lyon
CMD0003237,2024-08-09,C00604,P0025,M99,1,1002.09,0.0,BOUTIQUE,livre,Marseille
CMD0009491,30 Nov 2024,C02317,P0037,M07,1,175.8,0.0,web,retourne,TOULOUSE
CMD0003637,06-06-2024,C02379,P0001,M02,2,1002.89,0.0,web,livre,LYON
CMD0006843,21/11/2023,C00487,P0039,M05,-1,290.58,5.0,web,livre,Toulouse
CMD0015982,30/05/2023,C00870,P0010,M07,1,598.43,,boutique,retourne,Toulouse
CMD0014311,14-07-2024,C00593,P0009,M01,3,161.02,0.0,boutique,annule,Strasbourg
CMD0006350,04 Aug 2024,C01914,P0038,M03,1,574.67,,web,livre,Toulouse
CMD0002673,2024/10/10 08:22,C01618,P0002,M04,1,569.87,20.0,boutique,retourne,  Lille 
CMD0013749,31-12-2023,C01320,P0012,M01,3,1081.26,15.0,telephone,livre,Lille
CMD0003450,28-10-2024,C00465,P0033,M05,2,377.11,0.0,WEB,livre,nantes
CMD0004865,25-03-2023,C01434,P0019,M99,2,1002.83,0.0,web,livre,Marseille
CMD0017129,2023/09/13 18:00,C00692,P0011,M03,1,438.75,0.0,boutique,retourne,  Paris 
CMD0014014,2024-02-14,C00885,P0008,M05,1,916.04,0.0,web,livre,LILLE
CMD0008218,29 Nov 2024,C01853,P0010,M04,1,510.55,10.0,WEB,livre,NANTES
CMD0003465,2024/09/14 13:53,C02469,P0027,M08,2,590.61,0.0,boutique,livre,Paris
CMD0004457,17-08-2023,C01431,P0015,M99,2,582.6,5.0,telephone,livre,Lille
CMD0001819,05 Sep 2024,C01822,P0002,M07,2,504.59,10.0,web,annule,Strasbourg
CMD0015288,2024/01/17 20:17,C00659,P0007,M03,2,942.13,0.0,BOUTIQUE,livre,Paris
CMD0013622,2024/03/25 11:44,990035,P0023,M05,3,103.23,15.0,web,annule,BORDEAUX
CMD0007063,24/09/2023,C00030,P0007,M03,2,966.47,,boutique,livre,STRASBOURG
CMD0000887,2023/11/29 17:57,C01045,P0023,M08,6,99.73,,web,livre,Bordeaux
CMD0001549,23 Dec 2023,C01314,P0030,M02,3,810.31,20.0,boutique,annule,Paris
CMD0011111,25/07/2023,C01500,P0009,M07,1,179.96,0.0,WEB,livre,  Strasbourg 
CMD0015164,,C00735,P0037,M07,1,167.9,15.0,boutique,livre,Strasbourg
CMD0002547,2023/08/12 20:31,C00925,P0032,M99,2,1049.39,10.0,web,livre,Toulouse
CMD0014671,08-09-2023,C01797,P0018,M02,2,82.98,5.0,boutique,livre,  Lille 
CMD0012613,2023-11-27,C00289,P0013,M02,2,"793,22 EUR",,web,livre,Strasbourg
CMD0012074,07/10/2024,C02872,P0012,M01,1,1209.92,,boutique,livre,Bordeaux
CMD0006625,12-10-2023,C00439,P0007,M99,3,839.25,0.0,boutique,retourne,Toulouse
CMD0004640,2024-09-08,C02693,P9999,M03,2,976.35,20.0,telephone,livre,Marseille
CMD0011918,16/02/2023,990056,P0035,M04,3,"605,87 EUR",5.0,web,annule,Toulouse
CMD0007295,14/09/2023,C00704,P0031,M99,2,835.11,5.0,  telephone ,livre,Marseille
CMD0012846,05/11/2024,C01388,P0012,M07,3,1189.62,0.0,WEB,livre,Lille
CMD0009925,2023-08-08,C02528,P0015,M04,1,593.64,10.0,web,annule,Bordeaux
CMD0005412,14-11-2024,C00673,P0021,M07,2,999.03,0.0,WEB,livre,Lyon
CMD0017860,06 Apr 2023,C01988,P0017,M03,2,715.54,0.0,boutique,livre,Paris
CMD0009563,24 Jul 2023,C00124,P0006,M07,2,1105.34,0.0,BOUTIQUE,annule,Bordeaux
CMD0002411,2024/03/19 19:26,C00547,P0035,M01,3,562.07,0.0,web,retourne,lille
CMD0015972,22 Apr 2023,C02373,P0037,M08,3,161.68,0.0,  web ,annule,lyon
CMD0007669,2024/02/03 09:54,C01961,P0036,M08,1,224.56,0.0,telephone,livre,Nantes
CMD0004772,03/09/2024,C02212,P0017,M07,3,616.99,0.0,web,livre,MARSEILLE
CMD0015369,22/04/2023,C01228,P0015,M02,1,516.66,15.0,boutique,annule,BORDEAUX
CMD0017597,06/08/2024,C01689,P0020,M06,2,775.59,0.0,telephone,annule,Marseille
CMD0004738,11/11/2024,C00946,P0008,M06,3,906.97,0.0,boutique,livre,Marseille
CMD0009392,2023/05/27 18:51,C02505,P0015,M05,2,553.36,20.0,web,livre,strasbourg
CMD0000517,04-01-2024,C01888,P0031,M02,2,946.96,5.0,web,livre,Geneve
CMD0016660,2023/12/09 18:03,C02055,P0035,M04,1,533.77,0.0,boutique,livre,Marseille
CMD0008427,2023/04/10 14:11,C01254,P0036,M03,2,242.5,,telephone,annule,  Lille 
CMD0017622,2024/12/22 16:18,C02940,P0009,M05,1,175.83,10.0,WEB,livre,Lille
CMD0001086,2023/04/17 16:29,C02016,P0017,M02,2,672.44,10.0,  boutique ,livre,  Bordeaux 
CMD0012730,,C02950,P0015,M01,1,576.12,0.0,web,retourne,Toulouse
CMD0011304,26-09-2024,C02336,P0028,M06,3,68.24,10.0,web,livre,Bordeaux
CMD0002718,04/02/2024,C01959,P0039,M08,1,309.46,,boutique,livre,lyon
CMD0017761,2023-03-19,990034,P0027,M07,1,603.44,20.0,boutique,livre,Lille
CMD0011357,24 Jan 2023,C00339,P0017,M08,3,688.27,0.0,web,livre,Nantes
CMD0012287,09-06-2024,C01634,P0035,M01,1,562.8,10.0,web,livre,Strasbourg
CMD0012095,22 Dec 2023,C00936,P0023,M03,3,94.51,0.0,boutique,annule,STRASBOURG
CMD0011660,16 Dec 2024,C01236,P0030,M04,4,"877,50 EUR",10.0,web,livre,Lyon
CMD0012756,08 Jun 2023,C01793,P0013,M99,2,774.54,0.0,web,retourne,Paris
CMD0013564,17-02-2024,C00064,P0011,M04,1,461.3,15.0,web,retourne,LILLE
CMD0014494,09-12-2024,C01575,P0030,M03,3,896.8,5.0,web,livre,Nantes
CMD0015333,2023/07/31 17:09,C01247,P0001,M05,3,862.37,0.0,telephone,livre,strasbourg
CMD0005834,2023/04/04 15:51,C02099,P0009,M06,3,181.07,0.0,web,livre,LYON
CMD0003244,20 Jul 2024,C00736,P0002,M05,3,496.47,0.0,web,retourne,BORDEAUX
CMD0010199,14-02-2024,C02091,P0028,M08,2,"64,57 EUR",15.0,telephone,livre,lyon
CMD0009596,30-12-2024,C02891,P0018,M07,2,88.89,20.0,web,livre,marseille
CMD0015833,11/01/2024,C00011,P0019,M99,1,985.18,15.0,  web ,livre,Marseille
CMD0013211,03/01/2023,C02413,P0023,M05,2,101.25,,web,livre,Bordeaux
CMD0000808,2024-09-15,C00348,P0013,M02,1,808.19,,boutique,livre,  Strasbourg 
CMD0007672,2024-03-09,C00065,P0019,M05,2,947.54,0.0,WEB,livre,bordeaux
CMD0006688,03 Jul 2024,C00102,P0022,M06,2,421.63,5.0,web,livre,Toulouse
CMD0007568,29/07/2024,C01262,P0038,M08,3,536.98,,WEB,livre,Lille
CMD0014584,25-06-2023,C02991,P0001,M01,3,1006.34,10.0,WEB,livre,Lyon
CMD0004161,06/12/2023,C02344,P0032,M05,3,"1260,09 EUR",0.0,web,retourne,PARIS
CMD0001238,2023/10/19 08:02,C01299,P0001,M05,2,981.71,0.0,web,livre,Nantes
CMD0013405,2023/03/30 15:58,C02053,P0006,M05,1,1085.47,0.0,web,annule,Lyon
CMD0000053,07/05/2024,990041,P0003,M06,1,1099.88,0.0,boutique,annule,Toulouse
CMD0005862,03-06-2024,C02282,P0005,M06,1,130.65,0.0,boutique,retourne,MARSEILLE
CMD0013750,24-11-2024,C00059,P0009,M08,4,176.22,10.0,web,retourne,Bordeaux
CMD0002383,15/07/2024,C01147,P0018,M04,3,99.11,20.0,web,retourne,Paris
CMD0010404,29 Sep 2024,C02649,P0009,M99,2,"159,23 EUR",10.0,boutique,livre,Nantes
CMD0017284,11 Jul 2024,C00687,P0035,M05,1,528.09,0.0,web,retourne,Marseille
CMD0016481,2024/05/24 17:10,C00908,P0024,M06,3,1003.56,15.0,web,livre,paris
CMD0006307,16-07-2024,C00621,P0009,M06,3,159.26,15.0,web,livre,LYON
CMD0001154,2023/11/10 11:20,C00459,P0004,M99,3,901.36,0.0,  boutique ,livre,Bordeaux
CMD0003080,16-08-2024,C02039,P0032,M06,3,1063.14,,web,livre,Paris
CMD0000678,28-10-2023,C01979,P0014,M06,3,1083.7,10.0,web,livre,Strasbourg
CMD0003363,20 Jun 2024,C01578,P0024,M04,1,1109.04,10.0,  boutique ,livre,Nantes
CMD0008787,11 May 2024,C00102,P0005,M99,2,120.73,0.0,WEB,livre,Marseille
CMD0005101,2023/04/07 13:11,C00385,P0035,M04,1,550.36,,web,retourne,Strasbourg
CMD0006109,2023-04-25,C00396,P0007,M06,3,838.72,0.0,web,livre,  Nantes 
CMD0001231,14 Dec 2023,C02778,P0001,M99,3,906.6,,telephone,livre,Lyon
CMD0000299,2023-12-26,C00177,P0021,M06,2,965.17,0.0,WEB,livre,Paris
CMD0014736,2023-10-02,C02861,P0026,M99,2,258.97,0.0,web,retourne,Lyon
CMD0009534,24 Dec 2024,C01359,P0012,M06,2,1049.16,0.0,BOUTIQUE,livre,Lille
